,index,Status,Inversions,Speed /mph,Height /ft,Drop /ft,Length /ft,G-Force
347,896,0,1.0,45.51390243902439,36.1,114.6054131054131,1197.5,
348,899,0,3.0050420168067227,21.7,27.9,114.6054131054131,679.2,
349,906,1,2.0,52.8,131.3,114.6054131054131,2903.5,
350,910,0,3.0050420168067227,28.0,45.9,114.6054131054131,1213.9,
351,913,1,3.0,47.0,116.5,114.6054131054131,935.0,5.2
352,919,1,3.0050420168067227,71.5,202.0,114.6054131054131,4593.0,
353,922,1,5.0,45.51390243902439,147.7,114.6054131054131,3359.5,
354,923,1,4.0,39.2,98.4,114.6054131054131,2316.3,
355,926,0,1.0,55.9,87.93446200150488,114.6054131054131,2001.7804232804233,3.5
356,929,1,3.0050420168067227,35.0,51.8,49.8,1312.3,
357,930,1,3.0,47.0,116.5,114.6054131054131,935.0,5.2
358,944,0,3.0,47.0,116.5,114.6054131054131,935.0,5.2
359,948,1,3.0050420168067227,45.51390243902439,13.0,114.6054131054131,262.5,
360,949,0,1.0,45.0,56.0,47.0,635.0,4.0
361,952,0,5.0,44.7,101.7,114.6054131054131,2582.0,5.0
362,960,0,3.0,45.0,95.0,114.6054131054131,2001.7804232804233,
363,961,0,3.0050420168067227,33.2,65.6,114.6054131054131,2673.9,
364,966,1,3.0050420168067227,45.51390243902439,13.0,114.6054131054131,262.5,
365,970,1,3.0050420168067227,45.51390243902439,42.7,114.6054131054131,1049.8,
366,971,1,3.0050420168067227,46.6,65.6,114.6054131054131,2040.7,3.3
367,975,1,4.0,54.7,108.3,114.6054131054131,2430.0,
368,976,1,3.0050420168067227,74.6,173.9,114.6054131054131,4002.6,4.5
369,981,0,3.0050420168067227,24.9,26.3,114.6054131054131,2001.7804232804233,
370,984,1,2.0,44.7,78.8,114.6054131054131,2001.7804232804233,
371,985,1,3.0,47.0,116.5,114.6054131054131,935.0,5.2
372,986,1,4.0,60.0,149.0,123.0,3081.0,
373,989,0,4.0,54.0,115.0,98.0,3675.0,
374,991,0,3.0050420168067227,53.0,98.0,88.0,4000.0,
375,994,1,3.0050420168067227,44.1,72.2,114.6054131054131,2027.6,
376,995,1,3.0050420168067227,28.0,49.3,114.6054131054131,1213.9,
377,996,1,2.0,68.3,164.1,114.6054131054131,2001.7804232804233,
378,997,1,3.0050420168067227,45.51390243902439,32.8,114.6054131054131,1099.0,
379,999,1,3.0,43.5,72.2,114.6054131054131,1184.4,4.5
380,1000,1,3.0050420168067227,28.0,45.9,114.6054131054131,1213.9,
381,1004,1,3.0050420168067227,46.6,98.4,114.6054131054131,2887.2,
382,1011,1,5.0,49.7,101.7,114.6054131054131,2171.9,
383,1013,1,3.0050420168067227,26.7,55.8,114.6054131054131,1246.8,
384,1023,1,1.0,45.51390243902439,36.1,114.6054131054131,1197.5,
385,1025,1,3.0,55.9,111.5,114.6054131054131,1968.5,
386,1028,1,2.0,60.0,116.0,114.6054131054131,3600.0,
387,1032,1,3.0,55.9,108.3,114.6054131054131,2526.3,
388,1041,1,3.0,43.5,82.0,114.6054131054131,1312.3,
389,1043,0,3.0050420168067227,37.3,65.6,114.6054131054131,1719.2,
390,1046,0,1.0,49.7,164.1,114.6054131054131,1049.8,
391,1047,0,3.0050420168067227,41.2,56.8,114.6054131054131,2583.0,2.1
392,1048,1,2.0,76.0,175.0,215.0,3610.0,4.0
393,1054,1,5.0,49.7,109.3,114.6054131054131,2260.5,
394,1057,1,3.0,43.5,72.2,114.6054131054131,1184.4,4.5
395,1058,1,1.0,49.1,85.3,114.6054131054131,2431.1,
396,1060,1,3.0050420168067227,34.2,64.3,114.6054131054131,1295.9,
397,1061,1,3.0050420168067227,28.0,49.3,114.6054131054131,1213.9,
398,1063,1,3.0,55.9,150.0,114.6054131054131,2736.0,
399,1064,1,3.0050420168067227,74.6,219.8,205.0,5577.4,
400,1066,0,3.0050420168067227,45.51390243902439,45.0,114.6054131054131,1919.0,
401,1067,0,3.0050420168067227,45.51390243902439,39.4,114.6054131054131,866.1,
402,1075,1,3.0050420168067227,50.0,85.0,99.0,3158.0,2.5
403,1085,1,4.0,74.0,205.0,200.0,5740.0,
404,1086,1,3.0050420168067227,35.0,51.8,49.8,1312.3,
405,1087,0,3.0050420168067227,45.51390243902439,13.0,114.6054131054131,262.5,
406,1091,0,3.0050420168067227,45.51390243902439,93.0,80.0,3180.0,
407,1093,1,3.0050420168067227,18.6,29.5,114.6054131054131,574.2,
408,1095,0,3.0050420168067227,37.3,44.3,114.6054131054131,1509.2,
409,1102,1,4.0,65.9,170.6,105.0,3622.0,
410,1111,0,5.0,65.0,157.0,148.0,4210.0,3.8
411,1113,1,1.0,45.51390243902439,36.1,114.6054131054131,1197.5,
412,1114,1,1.0,49.7,87.93446200150488,114.6054131054131,905.5,
413,1115,1,3.0,45.51390243902439,78.8,114.6054131054131,1633.8,
414,1117,1,5.0,66.0,120.0,155.0,3073.0,
415,1118,1,3.0050420168067227,49.7,59.1,114.6054131054131,2821.5,2.0
416,1119,1,3.0050420168067227,52.8,101.7,98.4,2477.0,
417,1121,1,2.0,45.51390243902439,70.5,114.6054131054131,1459.9,
418,1124,1,3.0050420168067227,65.9,153.7,150.9,3982.9,
419,1125,0,3.0,47.0,116.5,114.6054131054131,935.0,5.2
420,1139,1,3.0050420168067227,57.0,105.0,89.0,3450.0,
421,1140,1,3.0,43.5,98.4,114.6054131054131,1181.1,
422,1144,1,5.0,55.0,87.93446200150488,114.6054131054131,3000.0,
423,1145,1,3.0050420168067227,49.7,98.4,114.6054131054131,1279.5,
424,1151,1,3.0050420168067227,18.6,14.8,114.6054131054131,413.4,
425,1155,1,3.0050420168067227,18.6,29.5,114.6054131054131,574.2,
426,1156,1,3.0050420168067227,28.0,19.7,114.6054131054131,1213.8,
427,1170,1,2.0,37.3,64.0,114.6054131054131,1148.3,
428,1174,1,3.0050420168067227,18.6,29.5,114.6054131054131,574.2,
429,1177,1,1.0,30.0,22.0,114.6054131054131,320.0,
430,1179,1,3.0,47.0,116.5,114.6054131054131,935.0,5.2
431,1187,1,5.0,52.8,105.0,114.6054131054131,1837.3,4.3
432,1188,1,4.0,61.0,87.93446200150488,135.0,3127.0,
433,1197,1,3.0050420168067227,32.9,88.6,114.6054131054131,3248.0,
434,1198,1,3.0050420168067227,29.8,59.1,114.6054131054131,984.3,
435,1202,1,4.0,47.8,95.2,114.6054131054131,2460.7,4.5
436,1203,1,1.0,31.1,41.0,114.6054131054131,1233.6,5.1
437,1208,1,3.0050420168067227,30.1,45.9,114.6054131054131,2575.5,2.2
438,1211,0,3.0050420168067227,45.51390243902439,70.0,65.0,2640.0,
439,1216,1,3.0050420168067227,22.4,26.3,114.6054131054131,1181.1,
440,1217,1,3.0050420168067227,29.8,59.0,114.6054131054131,1292.6,
441,1218,1,3.0050420168067227,41.6,65.6,114.6054131054131,2480.3,
442,1220,1,3.0050420168067227,41.1,68.8,114.6054131054131,1509.2,
443,1223,1,4.0,41.0,94.0,66.0,2423.0,
444,1224,1,3.0050420168067227,22.4,26.3,114.6054131054131,1181.1,
445,1227,1,3.0050420168067227,45.51390243902439,13.0,114.6054131054131,262.5,
446,1232,1,3.0050420168067227,50.0,107.0,114.6054131054131,7442.0,
447,1233,1,5.0,49.7,109.3,114.6054131054131,2260.5,
448,1238,1,3.0050420168067227,26.0,38.1,114.6054131054131,744.8,
449,1240,0,3.0,57.0,80.0,114.6054131054131,3403.0,5.0
450,1244,1,3.0050420168067227,37.3,75.4,114.6054131054131,682.3,
451,1245,1,5.0,65.0,157.0,148.0,4210.0,3.8
452,1251,0,1.0,50.0,131.0,114.6054131054131,2001.7804232804233,
453,1255,1,3.0050420168067227,43.5,65.6,114.6054131054131,1492.8,
454,1257,1,3.0050420168067227,29.2,44.9,114.6054131054131,984.3,
455,1258,1,3.0050420168067227,26.0,48.6,114.6054131054131,1122.1,2.2
456,1260,1,1.0,62.0,150.0,114.6054131054131,863.0,
457,1266,1,3.0,68.0,107.0,162.0,2937.0,
458,1267,1,3.0050420168067227,26.1,35.1,114.6054131054131,1345.2,
459,1268,1,4.0,49.7,124.0,114.6054131054131,2001.7804232804233,
460,1269,1,3.0050420168067227,28.5,42.7,114.6054131054131,1099.1,
461,1283,1,1.0,56.5,111.6,114.6054131054131,1476.3,
462,1290,0,3.0050420168067227,18.6,26.3,114.6054131054131,656.2,
463,1291,1,3.0050420168067227,62.1,131.2,114.6054131054131,3444.9,3.5
464,1292,1,3.0050420168067227,19.9,19.7,114.6054131054131,652.9,
465,1301,0,1.0,40.0,69.0,114.6054131054131,1851.0,
466,1305,1,3.0050420168067227,55.0,100.0,82.0,2700.0,
467,1308,1,3.0050420168067227,56.0,82.0,78.0,3150.0,
468,1313,0,3.0050420168067227,15.5,20.7,16.4,610.3,
469,1316,0,3.0,50.0,131.3,114.6054131054131,1013.8,5.0
470,1318,1,3.0050420168067227,45.51390243902439,14.0,114.6054131054131,190.0,
471,1322,1,3.0050420168067227,19.9,19.7,114.6054131054131,652.9,
472,1328,1,1.0,37.3,87.93446200150488,114.6054131054131,1968.5,
473,1330,0,3.0050420168067227,45.51390243902439,14.1,114.6054131054131,393.7,
474,1334,1,3.0,50.0,131.3,114.6054131054131,1013.8,5.0
475,1349,1,5.0,49.7,109.3,114.6054131054131,2260.5,
476,1350,1,1.0,47.8,80.4,114.6054131054131,1942.3,
477,1354,1,3.0050420168067227,60.0,85.0,114.6054131054131,2850.3,
478,1357,1,3.0050420168067227,18.6,14.8,114.6054131054131,413.4,
479,1358,0,5.0,50.0,105.0,80.0,2693.0,
480,1369,1,4.0,49.7,108.3,95.2,2624.7,
481,1370,0,3.0050420168067227,34.0,52.5,114.6054131054131,1738.0,
482,1381,1,3.0050420168067227,49.7,91.8,77.1,3395.7,
483,1384,1,2.0,43.5,74.5,114.6054131054131,1371.4,
484,1387,0,3.0050420168067227,40.0,87.93446200150488,114.6054131054131,3200.0,
485,1388,1,3.0,52.0,113.0,100.0,1800.0,
486,1389,1,3.0050420168067227,128.0,456.0,418.0,3118.0,
487,1390,0,5.0,49.7,109.3,114.6054131054131,2260.5,
488,1391,0,2.0,52.0,93.0,114.6054131054131,2200.0,
489,1394,1,3.0050420168067227,50.0,100.0,80.0,3458.0,
490,1395,0,2.0,46.0,70.0,62.0,1250.0,
491,1396,1,3.0050420168067227,15.5,11.5,114.6054131054131,196.8,
492,1401,0,2.0,54.1,101.7,114.6054131054131,3960.0,
493,1404,0,3.0050420168067227,22.4,26.3,114.6054131054131,1181.1,
494,1405,1,3.0050420168067227,28.0,45.9,114.6054131054131,1213.9,
495,1407,1,2.0,59.0,114.8,114.6054131054131,1968.5,
496,1410,1,4.0,56.0,140.0,113.0,3359.0,
497,1411,1,3.0050420168067227,56.0,118.0,108.0,4533.0,3.1
498,1412,1,3.0,47.0,116.5,114.6054131054131,935.0,5.2
499,1418,1,2.0,51.0,106.0,100.0,2759.0,
500,1419,1,3.0,47.0,116.5,114.6054131054131,935.0,5.2
501,1421,0,3.0050420168067227,55.0,105.0,114.6054131054131,3136.0,
502,1422,1,3.0050420168067227,41.1,68.8,114.6054131054131,1509.2,
503,1425,1,3.0,47.0,116.5,114.6054131054131,935.0,5.2
504,1428,1,3.0050420168067227,64.8,110.0,141.0,7359.0,
505,1429,1,3.0050420168067227,16.2,10.8,114.6054131054131,197.5,
506,1433,1,2.0,57.0,121.0,128.0,4990.0,
507,1436,1,3.0050420168067227,30.0,32.8,114.6054131054131,1148.3,
508,1438,0,3.0050420168067227,29.1,42.7,114.6054131054131,1377.9,2.5
509,1440,1,3.0050420168067227,41.0,65.6,114.6054131054131,2673.9,
510,1444,1,3.0050420168067227,40.4,72.2,114.6054131054131,1738.8,3.7
511,1447,1,2.0,62.1,139.4,114.6054131054131,1856.9,
512,1454,1,5.0,50.0,105.0,80.0,2693.0,
513,1463,1,3.0050420168067227,45.51390243902439,52.5,114.6054131054131,1574.8,3.0
514,1464,1,3.0050420168067227,29.1,42.7,114.6054131054131,1377.9,2.5
515,1465,1,2.0,43.5,49.3,114.6054131054131,1164.7,4.3
516,1474,0,3.0050420168067227,45.51390243902439,49.3,114.6054131054131,1312.3,
517,1476,0,3.0050420168067227,46.0,88.0,80.0,2637.0,
518,1478,1,5.0,49.7,109.3,114.6054131054131,2260.5,
519,1480,1,1.0,45.0,56.0,47.0,635.0,4.0
520,1483,1,1.0,50.0,131.0,114.6054131054131,2001.7804232804233,
521,1485,1,3.0050420168067227,80.8,262.5,218.2,3500.0,
522,1486,0,1.0,49.7,147.7,114.8,876.0,
523,1487,1,3.0050420168067227,32.3,39.3,114.6054131054131,1604.3,
524,1488,1,3.0050420168067227,28.5,42.7,114.6054131054131,1099.1,
525,1490,1,3.0050420168067227,7.2,19.0,114.6054131054131,328.1,
526,1491,1,3.0050420168067227,47.2,68.9,114.6054131054131,2329.4,
527,1495,1,3.0,65.6,191.6,177.0,1204.0,4.5
528,1498,1,1.0,65.0,150.0,114.6054131054131,630.0,
529,1501,0,3.0050420168067227,49.7,59.1,114.6054131054131,2821.5,2.0
530,1504,1,3.0,45.0,72.0,114.6054131054131,1050.0,
531,1505,0,3.0050420168067227,28.0,45.9,114.6054131054131,1213.9,
532,1511,0,3.0050420168067227,20.5,70.0,114.6054131054131,1300.0,
533,1512,1,3.0050420168067227,45.51390243902439,13.1,114.6054131054131,262.5,
534,1515,1,3.0,53.0,100.0,114.6054131054131,3200.0,
535,1518,1,1.0,62.0,150.0,114.6054131054131,863.0,
536,1526,1,3.0050420168067227,31.7,39.4,114.6054131054131,1122.0,
537,1527,1,5.0,55.3,131.2,114.6054131054131,2539.4,
538,1529,1,7.0,62.1,134.5,114.6054131054131,4530.8,4.3
539,1532,1,3.0050420168067227,34.2,65.6,114.6054131054131,1312.3,2.5
540,1535,1,3.0050420168067227,30.4,58.3,114.6054131054131,1512.4,
541,1536,1,3.0050420168067227,45.51390243902439,82.0,114.6054131054131,269.0,
542,1537,1,3.0050420168067227,92.0,306.0,306.0,5486.0,
543,1538,1,3.0050420168067227,73.0,202.0,208.0,5057.0,
544,1541,1,3.0,55.9,84.7,114.6054131054131,3267.8,5.0
545,1544,1,3.0050420168067227,48.0,85.0,78.0,2746.0,
546,1547,1,3.0,47.0,116.5,114.6054131054131,935.0,5.2
547,1549,1,3.0050420168067227,35.0,59.0,114.6054131054131,1427.0,
548,1555,0,5.0,60.0,125.0,115.0,3200.0,
549,1557,1,3.0050420168067227,66.2,141.1,114.6054131054131,1968.5,
550,1565,1,3.0050420168067227,40.0,55.0,114.6054131054131,2000.0,
551,1567,0,3.0,50.0,131.3,114.6054131054131,1013.8,5.0
552,1570,1,3.0050420168067227,54.1,111.6,91.8,3989.5,
553,1574,1,4.0,40.4,98.4,114.6054131054131,2001.7804232804233,
554,1577,1,2.0,51.0,124.7,114.6054131054131,2952.8,4.0
555,1580,1,3.0,47.0,116.5,114.6054131054131,935.0,5.2
556,1582,1,3.0050420168067227,29.0,37.0,114.6054131054131,2327.0,
557,1590,1,7.0,61.0,142.0,132.0,3985.0,
558,1596,0,3.0050420168067227,19.9,32.8,114.6054131054131,994.1,2.9
559,1600,1,5.0,50.0,115.0,114.6054131054131,3340.0,4.3
560,1603,1,3.0050420168067227,44.0,61.0,114.6054131054131,2600.0,
561,1606,0,3.0050420168067227,62.0,143.0,137.0,4920.0,
562,1617,0,7.0,65.0,170.0,155.0,3900.0,
563,1622,1,3.0050420168067227,44.1,72.2,114.6054131054131,2027.6,
564,1629,1,3.0050420168067227,37.3,82.0,114.6054131054131,465.9,2.6
565,1632,0,1.0,47.8,80.4,114.6054131054131,1942.3,
566,1635,1,3.0050420168067227,31.1,39.3,114.6054131054131,593.8,
567,1637,1,3.0050420168067227,42.0,70.0,63.0,2347.0,
568,1644,0,3.0050420168067227,45.51390243902439,35.0,114.6054131054131,900.0,
569,1650,0,1.0,57.0,137.8,114.6054131054131,863.0,
570,1651,1,3.0050420168067227,18.6,18.0,114.6054131054131,485.5,
571,1656,1,3.0050420168067227,18.6,87.93446200150488,114.6054131054131,328.1,
572,1660,1,3.0,50.3,100.0,90.0,3020.0,
573,1661,0,3.0050420168067227,45.51390243902439,39.3,45.9,623.3,
574,1663,0,2.0,56.0,59.1,114.6054131054131,2822.0,
575,1671,0,1.0,47.8,80.4,114.6054131054131,1942.3,
576,1672,1,3.0050420168067227,28.6,34.4,114.6054131054131,951.4,2.5
577,1675,1,3.0050420168067227,56.0,110.0,105.0,2602.0,
578,1676,1,3.0050420168067227,45.51390243902439,14.0,114.6054131054131,190.0,
579,1678,0,3.0050420168067227,37.0,32.0,41.0,2349.0,
580,1679,1,3.0050420168067227,28.5,42.7,114.6054131054131,1099.1,
581,1685,1,3.0050420168067227,21.7,27.9,114.6054131054131,679.2,
582,1690,1,3.0050420168067227,28.6,36.1,114.6054131054131,921.9,
583,1694,1,3.0050420168067227,66.3,122.0,150.0,4631.0,
584,1695,1,3.0050420168067227,53.0,109.2,114.6054131054131,3265.0,
585,1696,0,2.0,46.6,103.7,114.6054131054131,1213.9,3.0
586,1699,0,1.0,45.51390243902439,36.1,114.6054131054131,1197.5,
587,1701,0,1.0,47.8,80.4,114.6054131054131,1942.3,
588,1702,0,3.0050420168067227,50.0,96.3,80.0,3020.0,
589,1703,1,3.0050420168067227,30.4,65.6,114.6054131054131,1328.8,
590,1705,1,3.0050420168067227,22.4,26.3,114.6054131054131,1181.1,
591,1714,1,4.0,62.1,124.7,114.6054131054131,3464.5,3.8
592,1717,1,5.0,55.9,140.1,114.6054131054131,2001.7804232804233,
593,1720,1,3.0050420168067227,34.2,68.9,114.6054131054131,1410.8,
594,1722,1,3.0050420168067227,52.8,101.7,98.4,2477.0,
595,1723,1,3.0050420168067227,17.9,13.4,114.6054131054131,183.8,
596,1727,0,3.0050420168067227,24.9,23.0,114.6054131054131,639.8,
597,1729,1,3.0,52.8,101.7,114.6054131054131,1886.5,
598,1731,1,3.0,67.1,164.1,114.6054131054131,4192.9,
599,1736,1,7.0,53.0,95.0,105.0,3198.0,
600,1745,1,3.0050420168067227,36.5,65.6,114.6054131054131,656.2,
601,1747,0,3.0050420168067227,35.0,86.0,114.6054131054131,1900.0,
602,1764,1,5.0,62.0,150.9,124.0,3687.6,
603,1765,1,3.0050420168067227,14.9,13.1,114.6054131054131,229.7,
604,1767,1,3.0050420168067227,37.3,83.7,114.6054131054131,3024.8,4.0
605,1768,0,3.0050420168067227,26.8,48.3,114.6054131054131,1194.3,
606,1791,1,4.0,49.7,108.3,114.6054131054131,2559.1,
607,1800,1,3.0050420168067227,17.4,26.3,114.6054131054131,574.2,
608,1801,1,3.0050420168067227,28.0,45.9,114.6054131054131,1213.9,
609,1809,0,3.0,53.0,111.0,114.6054131054131,3444.0,4.7
610,1812,0,3.0050420168067227,30.0,42.4,114.6054131054131,1087.0,
611,1820,1,3.0,47.0,116.5,114.6054131054131,935.0,5.2
612,1827,1,8.0,75.0,220.0,114.6054131054131,4000.0,
613,1837,1,3.0050420168067227,21.7,27.9,114.6054131054131,679.2,
614,1845,0,3.0050420168067227,45.51390243902439,70.0,65.0,2640.0,
615,1855,1,3.0050420168067227,26.0,48.6,114.6054131054131,1122.1,2.2
616,1856,1,3.0050420168067227,72.0,215.0,206.0,2001.7804232804233,
617,1865,1,1.0,111.8,160.8,114.6054131054131,4081.3,
618,1871,0,3.0050420168067227,14.1,11.8,114.6054131054131,196.8,
619,1875,1,3.0050420168067227,64.0,98.0,110.0,3506.0,3.9
620,1877,0,3.0050420168067227,55.0,65.0,114.6054131054131,3000.0,
621,1887,1,3.0050420168067227,45.51390243902439,14.0,114.6054131054131,190.0,
622,1892,1,3.0050420168067227,28.0,49.3,114.6054131054131,1213.9,
623,1913,0,3.0050420168067227,34.2,49.3,39.3,1615.0,3.5
624,1919,0,3.0050420168067227,37.3,50.8,114.6054131054131,1391.1,
625,1926,1,3.0050420168067227,75.0,232.0,211.0,5316.0,
626,1932,0,1.0,45.51390243902439,90.0,85.0,2300.0,3.4
627,1940,1,2.0,45.51390243902439,80.0,114.6054131054131,2050.0,
628,1941,1,3.0050420168067227,55.9,108.3,105.0,3818.9,
629,1942,1,3.0,75.2,206.0,114.6054131054131,4317.6,4.0
630,1943,1,3.0050420168067227,100.0,415.0,328.1,1235.0,4.5
631,1946,0,3.0050420168067227,45.51390243902439,12.0,114.6054131054131,280.0,
632,1949,1,6.0,55.9,147.7,114.6054131054131,3280.8,
633,1951,1,3.0050420168067227,24.9,36.1,114.6054131054131,1273.0,
634,1954,1,3.0,47.0,116.5,114.6054131054131,935.0,5.2
635,1958,1,3.0050420168067227,54.1,111.6,91.8,3989.5,
636,1960,1,3.0050420168067227,22.4,26.3,114.6054131054131,1181.1,
637,1964,1,3.0050420168067227,30.1,45.9,114.6054131054131,2575.5,2.2
638,1965,0,3.0050420168067227,59.0,108.0,114.6054131054131,3980.0,
639,1969,1,3.0050420168067227,52.0,92.0,90.0,2680.0,
640,1983,0,7.0,68.0,173.0,155.0,3800.0,
641,1984,0,3.0050420168067227,80.0,165.0,133.0,1560.0,
642,1998,1,2.0,52.8,131.3,114.6054131054131,2952.8,
643,2003,0,2.0,25.7,65.0,114.6054131054131,1282.0,3.6
644,2008,1,2.0,25.7,50.0,114.6054131054131,1282.8,3.3
645,2016,1,3.0050420168067227,37.3,75.5,114.6054131054131,682.4,3.0
646,2025,1,3.0050420168067227,19.9,19.7,114.6054131054131,652.9,
647,2030,0,1.0,45.51390243902439,36.1,114.6054131054131,1197.5,
648,2031,1,3.0050420168067227,45.0,62.0,114.6054131054131,2500.0,
649,2032,1,5.0,49.7,109.3,114.6054131054131,2260.5,
650,2039,0,2.0,37.3,64.0,114.6054131054131,1148.3,
651,2043,1,3.0,62.1,144.4,114.6054131054131,1640.4,
652,2060,0,3.0,47.0,116.5,114.6054131054131,935.0,5.2
653,2063,1,3.0050420168067227,36.0,53.5,114.6054131054131,1430.4,2.8
654,2070,1,3.0,54.0,111.0,114.6054131054131,3361.0,
655,2071,1,3.0,47.0,116.5,114.6054131054131,935.0,5.2
656,2073,1,4.0,40.4,88.6,114.6054131054131,1640.4,
657,2074,1,3.0,45.0,95.0,114.6054131054131,2001.7804232804233,
658,2077,1,2.0,25.7,50.0,114.6054131054131,1282.8,3.3
659,2079,1,3.0050420168067227,31.0,54.0,114.6054131054131,1345.0,
660,2082,1,3.0050420168067227,83.0,170.6,196.8,2788.8,
661,2085,1,3.0050420168067227,40.0,70.0,114.6054131054131,2100.0,
662,2086,1,3.0050420168067227,149.1,170.6,114.6054131054131,6561.7,4.8
663,2089,1,4.0,55.9,114.8,114.6054131054131,2234.3,4.3
664,2093,1,3.0,43.5,72.2,114.6054131054131,1184.4,4.5
665,2094,1,7.0,65.0,149.0,144.0,4177.0,
666,2100,0,5.0,59.0,170.6,114.6054131054131,3608.9,
667,2103,0,3.0050420168067227,62.0,125.0,115.0,4325.0,3.2
668,2110,1,3.0050420168067227,19.9,19.7,114.6054131054131,652.9,
669,2122,0,3.0050420168067227,50.0,83.0,114.6054131054131,3157.0,
670,2125,1,5.0,49.7,109.3,114.6054131054131,2260.5,
671,2143,1,3.0050420168067227,26.0,48.6,114.6054131054131,1122.1,2.2
672,2145,1,1.0,47.8,80.0,114.6054131054131,1942.0,
673,2146,1,3.0050420168067227,80.0,230.0,215.0,5394.0,
674,2147,1,2.0,41.0,96.0,114.6054131054131,2001.7804232804233,
675,2149,1,3.0050420168067227,24.9,42.7,114.6054131054131,1181.1,
676,2153,0,2.0,40.0,75.0,68.0,2400.0,
677,2161,0,2.0,50.0,70.0,114.6054131054131,1200.0,
678,2162,0,3.0050420168067227,19.3,36.1,114.6054131054131,1125.3,
679,2170,0,3.0050420168067227,45.51390243902439,55.0,114.6054131054131,1700.0,
680,2173,1,3.0,52.0,100.0,114.6054131054131,1246.0,
681,2175,1,3.0050420168067227,40.0,72.5,50.0,4500.0,
682,2178,1,3.0050420168067227,24.9,65.6,114.6054131054131,1640.4,2.5
683,2183,1,3.0050420168067227,68.4,167.3,114.6054131054131,5118.1,
684,2196,1,7.0,55.9,118.1,108.0,3116.8,
685,2197,1,3.0050420168067227,35.0,60.0,114.6054131054131,1400.0,
686,2199,1,3.0050420168067227,37.3,50.8,114.6054131054131,1391.1,
687,2202,1,4.0,53.4,87.93446200150488,131.3,2677.2,
